"geoid","totpopraceeth","WNH","BNH","aianNH","asianNH","nhopiNH","hispanic","totpoprace","W","B","totpopraceinc","NHW100_125","NHW125_150","NHW150_200","NHW200up","Bund10","B10_15","B15_20","totpoppov","belowpov","inc100_125","inc125_150","inc150_200","inc200up","incund10","inc10_15","inc15_20","ICErace","ICEraceinc","percWNH","percBNH","perc_hispanic","perc_asianNH","perc_aianNH","perc_nhopiNH","percpov","ICEinc"
"25027761200",5829,3385,103,0,1436,0,825,5829,3846,151,2411,277,120,97,100,0,0,0,5538,419,443,120,291,201,97,53,55,0.563046834791559,0.246370800497719,0.5807171041345,0.0176702693429405,0.141533710756562,0.246354434722937,0,0,0.0756590827013362,0.352550808793032
"25027761300",3482,3034,35,0,164,17,215,3482,3134,52,1224,153,116,45,62,0,0,0,3424,270,153,126,56,62,25,31,44,0.861286616886847,0.30718954248366,0.871338311315336,0.0100516944284894,0.0617461229178633,0.0470993681792074,0,0.00488225157955198,0.0788551401869159,0.242647058823529
"25027761400",6505,5452,388,65,256,0,289,6505,5640,391,1892,194,267,214,531,0,0,0,5481,344,200,276,279,573,35,34,10,0.77847809377402,0.637420718816068,0.838124519600307,0.0596464258262875,0.0444273635664873,0.0393543428132206,0.00999231360491929,0,0.0627622696588214,0.66014799154334
"25017340000",2742,1987,180,6,152,0,164,2742,2143,180,1138,99,61,55,52,24,0,39,2719,236,131,61,55,52,69,46,48,0.659008023340627,0.179261862917399,0.724653537563822,0.0656455142231947,0.0598103574033552,0.0554339897884756,0.00218818380743982,0,0.0867966164030894,0.119507908611599
"25017341200",6809,2811,721,0,2426,0,725,6809,3218,721,2471,122,84,56,12,19,16,35,6809,1599,199,117,86,12,174,179,203,0.306946688206785,0.0825576689599352,0.41283595241592,0.105889264209135,0.106476721985607,0.35629314143046,0,0,0.234836246144808,-0.0574666127074059
"25017350200",6189,4586,327,0,606,0,396,6189,4823,327,2543,186,92,168,96,31,0,0,6189,780,204,126,186,96,195,116,44,0.68815640652771,0.20094376720409,0.74099208272742,0.0528356761997092,0.0639844886088221,0.0979156568104702,0,0,0.126030053320407,0.101061738104601
"25017350400",5290,4617,72,0,251,0,260,5290,4847,72,2403,207,232,215,134,0,0,0,5216,683,299,270,226,134,93,83,52,0.859168241965974,0.327923429047025,0.872778827977316,0.0136105860113422,0.0491493383742911,0.0474480151228733,0,0,0.130943251533742,0.291718684977112
"25017351000",6687,5415,96,0,663,0,366,6687,5694,183,2937,289,187,213,188,0,0,0,6687,1177,314,187,253,188,144,95,56,0.795423956931359,0.298604017705141,0.809780170480036,0.0143562135486765,0.0547330641543293,0.0991475998205473,0,0,0.17601315986242,0.220292815798434
"25017353000",3738,2300,477,0,552,3,277,3738,2525,484,1905,117,59,84,190,28,83,20,3736,773,221,83,84,210,236,207,56,0.487693953986089,0.16745406824147,0.615302300695559,0.12760834670947,0.0741037988228999,0.147672552166934,0,0.000802568218298555,0.206905781584582,0.0519685039370079
"25017353700",5608,3994,255,10,598,8,498,5608,4278,349,1732,98,141,135,101,43,9,0,3196,745,98,160,135,117,263,105,39,0.666726105563481,0.244226327944573,0.712196861626248,0.0454707560627675,0.0888017118402282,0.106633380884451,0.00178316690442225,0.0014265335235378,0.233103879849812,0.0594688221709007
"25017353900",5003,2970,324,4,1036,9,366,5003,3283,324,1426,46,44,84,37,78,0,10,2574,521,77,44,110,37,294,53,55,0.528882670397761,0.0862552594670407,0.593643813711773,0.0647611433140116,0.0731561063361983,0.207075754547272,0.000799520287827304,0.00179892064761143,0.202408702408702,-0.093969144460028
"25017354000",3791,2561,82,0,707,0,273,3791,2718,93,1994,156,44,52,326,0,0,0,3085,323,156,65,78,381,258,29,67,0.653917172250066,0.289869608826479,0.675547348984437,0.0216301767343709,0.0720126615668689,0.186494328673173,0,0,0.104700162074554,0.163490471414243
"25017354600",5128,3367,875,10,658,0,143,5128,3452,919,2241,183,150,140,177,91,34,0,4952,563,258,171,196,227,197,44,118,0.485959438377535,0.234270414993307,0.656591263650546,0.170631825273011,0.0278861154446178,0.128315132605304,0.00195007800312012,0,0.113691437802908,0.219991075412762
"25017356300",4952,3714,162,0,499,0,461,4952,3933,366,2302,173,148,125,198,0,0,0,4952,211,216,148,154,218,70,78,95,0.717285945072698,0.279756733275413,0.75,0.0327140549273021,0.0930936995153473,0.100767366720517,0,0,0.0426090468497577,0.214161598609904
"25017363201",3158,2614,0,0,539,0,5,3158,2614,0,1135,75,108,144,241,0,0,0,3158,87,75,118,178,301,29,38,18,0.827739075364154,0.500440528634361,0.827739075364154,0,0.00158328055731476,0.170677644078531,0,0,0.0275490816972768,0.517180616740088
"25017364102",5045,4300,30,0,258,0,346,5045,4315,30,2023,244,148,260,115,0,0,0,5045,161,266,163,302,132,0,118,161,0.846382556987116,0.379139891250618,0.852329038652131,0.00594648166501487,0.0685827552031715,0.0511397423191279,0,0,0.0319127849355798,0.288680177953534
"25017365201",5578,4981,10,0,257,0,190,5578,5083,10,1841,131,143,326,635,0,0,0,5455,76,162,171,356,659,24,8,48,0.891179634277519,0.670831070070614,0.892972391538186,0.00179275726066691,0.0340623879526712,0.0460738615991395,0,0,0.0139321723189734,0.688756110809343
"25017366100",4649,3742,83,5,673,0,60,4649,3802,83,1791,187,141,157,239,0,0,0,4586,199,243,150,228,263,87,60,49,0.787050978705098,0.404243439419319,0.804904280490428,0.0178533017853302,0.0129060012906001,0.144762314476231,0.00107550010755001,0,0.0433929350196249,0.384142936906756
"25017368500",3137,1772,62,0,355,0,798,3137,2321,175,1605,15,88,21,17,0,0,0,3126,650,47,97,53,25,287,64,58,0.545106789926681,0.0878504672897196,0.56487089576028,0.019764105833599,0.254383168632451,0.113165444692381,0,0,0.207933461292386,-0.116510903426791
"25017368800",4800,2809,338,0,420,0,1186,4800,3513,338,1970,72,47,81,92,0,0,25,4590,526,173,97,124,101,72,91,104,0.514791666666667,0.135532994923858,0.585208333333333,0.0704166666666667,0.247083333333333,0.0875,0,0,0.114596949891068,0.115736040609137
"25017368902",3780,2241,259,5,779,0,391,3780,2439,259,1476,123,30,57,40,0,0,0,3201,436,144,37,141,40,75,99,82,0.524338624338624,0.169376693766938,0.592857142857143,0.0685185185185185,0.103439153439153,0.206084656084656,0.00132275132275132,0,0.136207435176507,0.0718157181571816
"25017373200",4295,3041,41,0,482,0,649,4295,3587,100,1847,139,94,110,99,0,15,11,4285,537,175,132,220,130,199,118,78,0.69848661233993,0.225230102869518,0.708032596041909,0.00954598370197905,0.151105937136205,0.112223515715949,0,0,0.125320886814469,0.141851651326475
"25017374300",3486,3147,9,0,243,0,87,3486,3216,9,1285,160,60,141,588,0,0,0,3486,91,160,60,156,638,19,10,22,0.900172117039587,0.73852140077821,0.902753872633391,0.00258175559380379,0.0249569707401033,0.0697074010327022,0,0,0.0261044176706827,0.749416342412451
"25017387201",5710,5025,111,0,191,145,146,5710,5170,111,2062,115,232,215,277,0,0,0,5686,279,130,258,215,311,16,123,79,0.860595446584939,0.406886517943744,0.880035026269702,0.0194395796847636,0.025569176882662,0.0334500875656743,0,0.0253940455341506,0.0490678860358776,0.337536372453928
"25017388100",5017,4079,37,6,747,0,55,5017,4115,37,2028,196,74,205,364,0,0,0,5017,163,232,99,267,467,37,15,56,0.80566075343831,0.41370808678501,0.813035678692446,0.00737492525413594,0.010962726729121,0.14889376121188,0.00119593382499502,0,0.0324895355790313,0.47189349112426
"25017362100",4870,4234,19,0,431,0,61,4870,4275,29,1796,150,138,256,576,0,0,0,4870,293,161,153,266,692,58,80,10,0.865503080082136,0.623608017817372,0.869404517453799,0.00390143737166324,0.0125256673511294,0.0885010266940452,0,0,0.0601642710472279,0.625835189309577
"25017359300",7078,5987,196,0,648,0,60,7078,6008,210,2591,224,160,472,374,0,0,0,6979,331,234,182,530,466,32,93,0,0.818168974286522,0.474720185256658,0.845860412545917,0.0276914382593953,0.00847697089573326,0.0915512856739192,0,0,0.047427998280556,0.496719413353917
"25017361100",6148,5548,12,0,417,0,88,6148,5636,12,2293,246,174,239,627,0,0,0,5886,268,246,211,239,700,88,70,43,0.900455432661028,0.560837331007414,0.902407286922576,0.00195185426154847,0.0143135979180221,0.0678269355888094,0,0,0.0455317703024125,0.521151330135194
"25009268400",4498,4329,36,0,16,0,45,4498,4369,36,2043,185,271,96,234,0,0,0,4429,249,185,271,114,234,73,91,36,0.954424188528235,0.384728340675477,0.96242774566474,0.00800355713650511,0.0100044464206314,0.00355713650511338,0,0,0.0562203657710544,0.295643661282428
"25009270100",5857,5730,41,0,12,0,74,5857,5744,101,2241,216,282,177,247,0,0,0,5767,525,233,299,177,247,17,79,92,0.971316373570087,0.411423471664436,0.978316544305959,0.00700017073587161,0.0126344544988902,0.00204883045927949,0,0,0.0910352002774406,0.342704149933066
"25009254301",3875,3269,107,0,402,0,19,3875,3269,107,1296,149,62,166,379,0,0,0,3776,58,160,102,213,419,0,0,19,0.816,0.583333333333333,0.843612903225806,0.0276129032258065,0.00490322580645161,0.103741935483871,0,0,0.0153601694915254,0.675154320987654
"25009260401",3969,3457,42,0,0,0,433,3969,3587,48,1615,217,166,139,111,0,0,0,3936,148,223,195,139,111,7,54,28,0.860418241370622,0.391950464396285,0.871000251952633,0.0105820105820106,0.109095490047871,0,0,0,0.0376016260162602,0.358513931888545
"25009205400",5002,4491,166,0,95,0,150,5002,4602,205,1745,184,255,161,91,0,0,0,5002,122,238,278,161,100,27,29,51,0.864654138344662,0.395988538681948,0.897840863654538,0.033186725309876,0.0299880047980808,0.0189924030387845,0,0,0.024390243902439,0.383954154727794
"25009207200",2835,813,555,0,157,0,1230,2835,1291,565,1123,10,0,11,0,50,70,15,2835,1053,18,30,17,0,152,199,115,0.091005291005291,-0.101513802315227,0.286772486772487,0.195767195767196,0.433862433862434,0.055379188712522,0,0,0.371428571428571,-0.357079252003562
"25009210200",5324,5041,117,0,74,0,67,5324,5108,117,1981,316,181,183,190,0,0,0,5203,179,330,189,183,205,36,34,42,0.924868519909842,0.439172135285209,0.946844477836213,0.0219759579263712,0.0125845229151014,0.0138993238166792,0,0,0.0344032289064002,0.401312468450278
"25009211100",3764,3495,2,0,124,0,142,3764,3593,2,1539,203,63,90,84,0,0,0,3607,266,203,63,118,84,28,50,58,0.928002125398512,0.285899935022742,0.928533475026567,0.00053134962805526,0.0377258235919235,0.0329436769394261,0,0,0.073745494871084,0.215724496426251
"25009218100",5158,4996,0,0,0,0,134,5158,5010,0,1997,212,127,288,500,0,0,0,5133,260,212,127,304,500,50,79,28,0.968592477704537,0.56434651977967,0.968592477704537,0,0.025979061651803,0,0,0,0.050652639781804,0.493740610916375
"25009216100",4892,4657,55,0,75,0,28,4892,4674,55,1308,101,228,147,404,0,0,0,3571,163,101,228,147,404,42,52,28,0.940719542109567,0.672782874617737,0.951962387571545,0.0112428454619787,0.00572363041700736,0.0153311529026983,0,0,0.0456454774572949,0.579510703363914
"25009217201",4247,3896,153,0,34,0,93,4247,3979,153,1703,124,108,142,49,25,7,0,4211,408,124,108,159,49,117,79,64,0.881327996232635,0.229594832648268,0.917353425947728,0.036025429715093,0.0218978102189781,0.00800565104779845,0,0,0.0968890999762527,0.105695830886671
"25009217400",5000,4367,37,20,67,0,458,5000,4649,37,2507,129,135,134,66,0,0,0,4942,746,186,135,134,66,160,317,125,0.866,0.185081771041085,0.8734,0.0074,0.0916,0.0134,0.004,0,0.150951031970862,-0.0323095333067411
"25025091900",4102,226,2880,15,1,0,916,4102,393,2951,1187,0,13,0,0,131,34,79,4089,968,102,55,28,27,186,87,95,-0.647001462701121,-0.194608256107835,0.0550950755728913,0.702096538274013,0.223305704534373,0.000243783520234032,0.00365675280351048,0,0.236732697481047,-0.131423757371525
"25025100200",2680,47,2289,10,39,0,268,2680,85,2418,827,0,0,0,0,73,11,43,2671,310,91,5,15,17,73,21,51,-0.836567164179104,-0.153567110036276,0.0175373134328358,0.85410447761194,0.1,0.0145522388059701,0.00373134328358209,0,0.116061400224635,-0.0205562273276904
"25025101002",4767,191,3481,0,0,0,902,4767,291,3842,1827,0,0,0,0,230,91,174,4664,933,212,70,31,12,316,104,230,-0.690161527165932,-0.270935960591133,0.040067128172855,0.730228655338787,0.189217537235158,0,0,0,0.200042881646655,-0.177887246852764
"25025110502",3530,2011,440,0,137,0,767,3530,2514,493,1471,103,92,101,19,0,0,17,3530,227,141,111,123,64,49,112,48,0.445042492917847,0.202583276682529,0.569688385269122,0.124645892351275,0.21728045325779,0.0388101983002833,0,0,0.0643059490084986,0.156356220258328
"25025110601",2763,2558,99,0,20,0,46,2763,2585,99,1174,166,17,128,199,29,11,0,2618,46,182,17,128,209,38,35,33,0.889974665218965,0.400340715502555,0.925805284111473,0.0358306188925081,0.0166485703944987,0.00723850886717336,0,0,0.0175706646294882,0.366269165247019
"25025130402",4598,3883,149,0,177,0,321,4598,4193,149,2098,292,101,204,78,14,0,0,4583,182,313,101,255,170,163,85,71,0.81209221400609,0.315061963775024,0.844497607655502,0.0324053936494128,0.0698129621574598,0.0384949978251414,0,0,0.039711979053022,0.247855100095329
"25025140400",8287,690,5635,80,104,0,1641,8287,1291,6207,2799,0,0,0,0,93,164,72,8222,1203,319,133,139,29,146,210,187,-0.596717750693858,-0.117541979278314,0.0832629419572825,0.67998069265114,0.198020996741885,0.0125497767587788,0.00965367442982985,0,0.146314765263926,0.0275098249374777
"25025000201",3140,2134,121,0,290,0,530,3140,2441,121,1358,110,53,195,23,30,0,0,3140,318,110,62,195,38,90,39,22,0.641082802547771,0.258468335787923,0.679617834394904,0.0385350318471338,0.168789808917197,0.0923566878980892,0,0,0.101273885350318,0.187039764359352
"25025000100",3607,2426,137,0,353,0,634,3607,2950,163,1510,107,96,58,5,0,0,0,3574,524,137,110,58,9,123,109,63,0.634599390074854,0.176158940397351,0.672581092320488,0.0379817022456335,0.175769337399501,0.0978652619905739,0,0,0.146614437604924,0.0125827814569536
"25025000202",3664,1966,313,0,633,0,630,3664,2232,371,1355,106,125,62,42,24,8,0,3664,667,106,130,62,61,121,111,31,0.451146288209607,0.223616236162362,0.536572052401747,0.0854257641921397,0.171943231441048,0.172762008733624,0,0,0.182041484716157,0.0708487084870849
"25025000301",2671,2196,48,0,286,0,141,2671,2303,48,1073,124,63,92,65,9,0,0,2570,231,183,84,92,73,26,23,97,0.804193186072632,0.312208760484623,0.822163983526769,0.017970797454137,0.0527892175215275,0.107076001497566,0,0,0.0898832684824903,0.266542404473439
"25025000802",8050,4250,410,0,1133,0,1908,8050,4838,558,2685,105,98,57,65,58,30,0,7685,2702,180,121,106,121,527,171,174,0.477018633540373,0.088268156424581,0.527950310559006,0.0509316770186335,0.237018633540373,0.140745341614907,0,0,0.351594014313598,-0.128119180633147
"25025010600",2847,2311,160,0,159,0,217,2847,2442,160,1797,126,68,95,460,47,0,11,2847,299,134,68,110,512,178,50,64,0.755532139093783,0.384529771841959,0.811731647348086,0.0561995082543028,0.0762205830698981,0.0558482613277134,0,0,0.105022831050228,0.2960489705064
"25025040100",2190,2063,0,0,68,0,23,2190,2086,0,1152,111,91,171,314,0,0,0,2190,31,111,99,171,326,16,104,18,0.942009132420091,0.596354166666667,0.942009132420091,0,0.0105022831050228,0.0310502283105023,0,0,0.0141552511415525,0.493923611111111
"25025040300",4133,3351,480,0,159,0,143,4133,3381,566,1920,320,238,232,257,122,0,0,4032,597,388,238,232,273,186,50,42,0.694652794580208,0.481770833333333,0.810791192838132,0.116138398257924,0.0345995644810065,0.0384708444229373,0,0,0.148065476190476,0.444270833333333
"25025050400",2257,926,98,0,92,0,1101,2257,1577,98,982,60,13,15,80,0,0,0,2257,248,64,13,24,80,36,81,38,0.366858661940629,0.171079429735234,0.410279131590607,0.0434204696499778,0.487815684536996,0.0407620735489588,0,0,0.109880372175454,0.0264765784114053
"25025051000",4434,2700,59,0,115,0,1553,4434,3458,86,1765,75,92,55,9,0,27,0,4434,501,120,112,80,9,277,115,70,0.595624718087506,0.115580736543909,0.60893098782138,0.0133062697338746,0.350248082995038,0.025935949481281,0,0,0.112990527740189,-0.0798866855524079
"25027732201",2753,2121,193,28,93,0,318,2753,2423,193,1432,78,11,16,10,10,0,0,2745,326,78,29,45,10,117,165,109,0.700326916091537,0.0733240223463687,0.770432255721032,0.0701053396294951,0.115510352342899,0.0337813294587722,0.0101707228478024,0,0.118761384335155,-0.159916201117318
"25027740101",5309,4584,3,0,493,0,163,5309,4726,3,1822,264,290,300,252,0,0,0,5237,117,309,329,317,283,23,10,20,0.86287436428706,0.607025246981339,0.863439442456206,0.000565078169146732,0.0307025805236391,0.0928611791297796,0,0,0.02234103494367,0.650384193194292
"25027744102",5090,4456,180,59,85,0,267,5090,4642,180,1916,211,169,99,151,0,0,0,5040,465,211,169,107,168,92,40,57,0.84007858546169,0.328810020876827,0.875442043222004,0.0353634577603143,0.0524557956777996,0.0166994106090373,0.0115913555992141,0,0.0922619047619048,0.24321503131524
"25027753100",7042,6481,18,0,75,0,252,7042,6584,38,2857,263,209,185,108,18,0,0,6961,602,270,209,218,108,178,168,145,0.917779040045442,0.261463073153658,0.920335132064754,0.0025560920193127,0.0357852882703777,0.0106503834138029,0,0,0.0864818273236604,0.109905495274764
"25027756102",8492,7886,0,0,36,0,432,8492,8165,0,2801,567,298,357,114,0,0,0,8433,382,582,298,371,123,31,72,102,0.928638718794159,0.476972509817922,0.928638718794159,0,0.0508714083843618,0.00423928403203015,0,0,0.0452982331317443,0.417350946090682
"25027757300",3290,1549,20,0,52,0,1593,3290,2703,71,1205,35,8,0,0,7,0,0,3271,750,41,34,0,0,191,47,102,0.464741641337386,0.0298755186721992,0.470820668693009,0.0060790273556231,0.48419452887538,0.0158054711246201,0,0,0.229287679608682,-0.219917012448133
"25027712102",4161,3818,70,0,13,0,124,4161,3921,70,1538,212,177,210,151,0,0,0,4161,177,247,202,210,162,55,54,17,0.900745013217976,0.487646293888166,0.917567892333574,0.0168228791155972,0.0298005287190579,0.00312424897861091,0,0,0.0425378514780101,0.451885565669701
"25027720100",3423,3215,78,0,60,0,70,3423,3237,78,1206,183,97,232,134,0,0,0,3423,149,195,97,232,143,26,20,22,0.91644756061934,0.535655058043118,0.939234589541338,0.0227870289219982,0.0204498977505112,0.0175284837861525,0,0,0.0435290680689454,0.496683250414594
"25027729100",5356,4455,355,0,21,0,464,5356,4693,360,1399,157,56,192,80,0,0,0,3425,171,169,56,192,95,53,33,61,0.765496639283047,0.346676197283774,0.831777445855116,0.0662808065720687,0.0866318147871546,0.00392083644510829,0,0,0.0499270072992701,0.260900643316655
"25027710200",6908,5494,317,0,156,0,820,6908,5926,360,2799,238,176,105,81,0,23,0,6863,1032,272,194,117,87,83,159,180,0.749420961204401,0.206145051804216,0.795309785755646,0.0458888245512449,0.118702953097858,0.0225825130283729,0,0,0.15037155762786,0.0886030725259021
"25027710500",2948,1811,16,0,33,0,980,2948,1952,16,1218,52,28,14,0,0,0,0,2930,674,70,28,14,0,139,151,108,0.608887381275441,0.077175697865353,0.614314789687924,0.00542740841248304,0.332428765264586,0.0111940298507463,0,0,0.230034129692833,-0.234811165845649
"25027733000",3742,1324,156,0,845,0,1315,3742,2220,236,1258,18,31,14,0,0,31,0,3718,1365,37,39,14,0,75,231,51,0.312132549438803,0.0254372019077901,0.353821485836451,0.0416889363976483,0.351416354890433,0.225815072153928,0,0,0.367132867132867,-0.212241653418124
"25027730801",3704,3144,109,0,171,0,76,3704,3220,109,1547,94,133,252,144,0,0,0,3672,196,104,133,270,174,60,69,20,0.819384449244061,0.402714932126697,0.848812095032397,0.0294276457883369,0.0205183585313175,0.0461663066954644,0,0,0.0533769063180828,0.343891402714932
"25027731101",3600,2083,394,25,209,0,868,3600,2776,431,1506,59,43,6,52,10,0,6,3599,828,67,51,49,52,190,76,96,0.469166666666667,0.0956175298804781,0.578611111111111,0.109444444444444,0.241111111111111,0.0580555555555556,0.00694444444444444,0,0.230063906640734,-0.0949535192563081
"25005642200",3408,2992,63,0,100,0,219,3408,3120,63,1343,53,60,10,22,0,0,0,2983,609,53,60,10,22,131,182,112,0.859448356807512,0.107967237527923,0.877934272300469,0.0184859154929577,0.0642605633802817,0.0293427230046948,0,0,0.204156889037881,-0.208488458674609
"25005642500",4754,4562,42,19,20,0,56,4754,4598,45,1771,255,76,109,61,0,0,0,4505,162,255,76,117,61,63,64,45,0.950778291964661,0.282891022021457,0.959612957509466,0.00883466554480438,0.0117795540597392,0.00420698359276399,0.00399663441312579,0,0.0359600443951165,0.190287972896669
"25005650500",3056,2443,209,0,0,0,297,3056,2637,218,1360,79,10,0,90,0,0,0,3056,472,109,18,0,90,129,125,80,0.731020942408377,0.131617647058824,0.799410994764398,0.0683900523560209,0.0971858638743456,0,0,0,0.154450261780105,-0.0860294117647059
"25005651001",2830,2486,69,3,14,0,99,2830,2585,69,1195,111,60,27,8,10,0,0,2649,218,111,85,27,8,64,130,115,0.854063604240283,0.164016736401674,0.878445229681979,0.0243816254416961,0.034982332155477,0.0049469964664311,0.00106007067137809,0,0.0822952057380143,-0.0652719665271966
"25005651100",3838,1912,252,7,18,0,917,3838,2217,436,1546,42,41,0,0,36,0,57,3838,1579,42,41,0,0,266,249,229,0.432516935904117,-0.00646830530401035,0.498176133402814,0.0656591974986972,0.238926524231371,0.00468994267847837,0.00182386659718603,0,0.411412193850964,-0.427554980595084
"25005651400",3036,1939,385,22,5,0,358,3036,2095,408,1234,89,9,12,20,10,19,0,2823,479,99,27,12,33,123,124,17,0.511857707509881,0.0818476499189627,0.63866930171278,0.126811594202899,0.117918313570487,0.00164690382081686,0.0072463768115942,0,0.169677647892313,-0.0753646677471637
"25005652500",2437,1575,187,0,9,0,635,2437,1922,187,1058,24,7,0,0,0,0,0,2415,657,24,7,0,0,96,132,82,0.569552728764875,0.0293005671077505,0.646286417726713,0.0767336889618383,0.260566270004103,0.00369306524415265,0,0,0.272049689440994,-0.263705103969754
"25005652800",3380,3084,117,0,4,0,94,3380,3169,117,1386,71,34,48,12,0,0,0,3370,160,88,50,48,12,42,33,137,0.877810650887574,0.119047619047619,0.912426035502959,0.0346153846153846,0.027810650887574,0.00118343195266272,0,0,0.0474777448071217,-0.0101010101010101
"25005653101",6664,6304,113,0,58,0,60,6664,6338,113,2710,230,212,63,102,13,0,0,6633,410,230,212,68,102,63,250,64,0.929021608643457,0.219188191881919,0.945978391356543,0.0169567827130852,0.00900360144057623,0.00870348139255702,0,0,0.0618121513643902,0.0867158671586716
"25005655300",3442,3326,2,0,54,0,30,3442,3342,2,1396,112,57,87,42,0,0,0,3297,337,112,57,87,42,131,99,71,0.965717606042998,0.213467048710602,0.966298663567693,0.000581057524694945,0.00871586287042417,0.0156885531667635,0,0,0.102214134061268,-0.00214899713467049
"25005655400",4075,3989,0,9,0,0,0,4075,3989,0,1710,254,107,67,24,0,0,0,4075,181,267,107,67,24,61,57,65,0.978895705521472,0.264327485380117,0.978895705521472,0,0,0,0.00220858895705521,0,0.0444171779141104,0.164912280701754
"25005650600",2863,1983,268,0,0,0,601,2863,2327,387,1229,9,0,0,9,0,0,0,2831,736,9,20,0,9,118,148,230,0.599022004889976,0.0146460537021969,0.69263010827803,0.0936081033880545,0.209919664687391,0,0,0,0.259978806075592,-0.372660699755899
"25005650700",2073,1136,135,54,0,0,545,2073,1463,143,841,5,0,0,0,29,5,0,2052,671,5,16,0,0,231,74,47,0.482875060299083,-0.0344827586206897,0.547998070429329,0.065123010130246,0.262904003859141,0,0.0260492040520984,0,0.326998050682261,-0.393579072532699
"25019950307",285,285,0,0,0,0,0,285,285,0,133,6,8,20,19,0,0,0,285,9,6,8,20,19,5,18,0,1,0.398496240601504,1,0,0,0,0,0,0.0315789473684211,0.225563909774436
"25019990000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25021411301",5165,4869,85,0,59,0,101,5165,4970,85,1975,154,98,187,428,0,0,0,5094,133,154,98,201,447,75,44,116,0.926234269119071,0.438987341772152,0.94269119070668,0.0164569215876089,0.0195546950629235,0.0114230396902227,0,0,0.0261091480172752,0.336708860759494
"25021413401",3092,2885,87,0,51,0,31,3092,2916,87,1463,191,108,97,38,0,0,20,3069,219,206,108,97,52,29,43,55,0.904915912031048,0.28298017771702,0.933053040103493,0.028137128072445,0.010025873221216,0.0164941785252264,0,0,0.0713587487781036,0.229665071770335
"25021416101",5311,4556,96,0,516,0,108,5311,4664,96,2018,194,96,315,398,17,0,0,5310,253,194,96,381,457,57,134,12,0.839766522312182,0.488602576808721,0.857842214272265,0.0180756919600828,0.0203351534550932,0.0971568442854453,0,0,0.0476459510357815,0.458374628344896
"25009250800",7296,2470,56,4,106,0,4596,7296,3302,301,2417,94,4,27,28,0,0,65,6985,1179,146,11,39,28,141,173,296,0.330866228070175,0.0364087712039719,0.338541666666667,0.00767543859649123,0.629934210526316,0.0145285087719298,0.000548245614035088,0,0.168790264853257,-0.159702110053786
"25009251700",5206,1539,129,0,342,0,3138,5206,2337,497,1842,64,11,64,37,5,0,0,5142,1351,121,50,71,37,250,127,139,0.27084133691894,0.0928338762214984,0.295620437956204,0.0247791010372647,0.602766039185555,0.0656934306569343,0,0,0.262738234150136,-0.128664495114007
"25009251800",7354,3465,440,0,214,0,3192,7354,4269,542,2954,169,118,91,70,0,0,0,7354,1378,233,188,131,70,271,143,219,0.411340766929562,0.151658767772512,0.471172151210226,0.0598313842806636,0.43404949687245,0.0290998096274137,0,0,0.187381017133533,-0.0037237643872715
"25009252202",3228,3111,0,0,45,0,72,3228,3142,0,1054,119,137,147,134,0,0,0,3228,40,119,137,147,134,23,18,12,0.963754646840149,0.509487666034156,0.963754646840149,0,0.0223048327137546,0.0139405204460967,0,0,0.0123915737298637,0.459203036053131
"25009252602",4411,3982,55,16,109,0,228,4411,4139,55,1517,150,107,126,141,0,0,0,4366,352,150,127,126,150,78,52,53,0.890274314214464,0.345418589321028,0.902743142144638,0.0124688279301746,0.0516889594196327,0.0247109498979823,0.00362729539786896,0,0.0806229958772332,0.24390243902439
"25009204300",3840,1422,226,0,151,0,1892,3840,2264,506,1638,33,9,11,51,37,0,0,3800,932,41,31,11,51,126,141,120,0.311458333333333,0.0409035409035409,0.3703125,0.0588541666666667,0.492708333333333,0.0393229166666667,0,0,0.245263157894737,-0.154456654456654
"25009205100",5408,3930,392,0,227,0,848,5408,4298,392,1971,193,161,214,73,0,0,0,5408,251,276,177,214,73,42,42,60,0.654215976331361,0.32521562658549,0.726701183431953,0.0724852071005917,0.156804733727811,0.0419748520710059,0,0,0.0464127218934911,0.302384576357179
"25009205500",5148,1807,593,0,270,0,2394,5148,2694,599,1583,82,57,30,4,0,0,0,5123,648,150,68,58,28,72,19,54,0.235819735819736,0.109286165508528,0.351010101010101,0.115190365190365,0.465034965034965,0.0524475524475524,0,0,0.126488385711497,0.100442198357549
"25009207100",3226,673,370,0,497,0,1639,3226,1713,384,1021,1,0,0,0,36,11,0,3144,938,60,11,13,0,142,44,51,0.0939243645381277,-0.0450538687561214,0.208617482951023,0.114693118412895,0.508059516429014,0.154060756354619,0,0,0.298346055979644,-0.149853085210578
"25009208101",5172,4679,116,0,48,0,195,5172,4731,116,1879,229,123,175,23,0,0,0,5097,406,281,134,175,23,103,101,24,0.882250580046404,0.292708887706227,0.904679040989946,0.0224284609435422,0.0377030162412993,0.00928074245939675,0,0,0.0796546988424564,0.204896221394359
"25009208102",3286,2786,35,0,38,0,384,3286,2945,35,1174,149,127,113,22,0,0,0,3176,289,166,127,141,22,82,22,15,0.837188070602556,0.350085178875639,0.847839318320146,0.0106512477175898,0.116859403530128,0.0115642118076689,0,0,0.0909949622166247,0.287052810902896
